seqid	seqid_raw	probeid	sumstat_file	file_basename	parsed_symbol	parsed_alias	package_symbol	symbol	gene_name	target_full_name	gene_name_hg38	uniprot_ids	entrez_ids	ensembl_gene_ids	gene_id_hg38	cytoband	chromosome_hg38	gene_start_hg38	gene_end_hg38	strand_hg38	tss_hg38	n_somascan_rows	n_coord_rows	mapping_source
"SeqId_5228_25"	"5228_25"	"5228-25"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/5228_25_KIF23_KIF23.txt.gz"	"5228_25_KIF23_KIF23.txt.gz"	"KIF23"	"KIF23"	"KIF23"	"KIF23"	"kinesin family member 23"	"Kinesin-like protein KIF23"	"KIF23"	"H7BYN4;A0A7I2V5Y5;A0A2U3TZL8;B4E1K0;Q02241;Q8WVP0"	"9493"	"ENSG00000137807"	"ENSG00000137807"	"15q23"	"15"	69414246	69448427	1	69414246	6	1	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_13961_18"	"13961_18"	"13961-18"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/13961_18_KIF3A_KIF3A.txt.gz"	"13961_18_KIF3A_KIF3A.txt.gz"	"KIF3A"	"KIF3A"	"KIF3A"	"KIF3A"	"kinesin family member 3A"	"Kinesin-like protein KIF3A"	"KIF3A"	"B4DHG8;E9PES4;J3KPF9;A8MSW9;Q59EN1;Q86XE9;Q9Y496;Q9Y6V4"	"11127"	"ENSG00000131437"	"ENSG00000131437"	"5q31.1"	"5"	132692628	132737638	-1	132737638	8	1	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_12956_40"	"12956_40"	"12956-40"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/12956_40_KIAA1279_KBP.txt.gz"	"12956_40_KIAA1279_KBP.txt.gz"	"KIAA1279"	"KBP"	"KIFBP"	"KIFBP"	"kinesin family binding protein"	"KIF1-binding protein"	NA	"A0A6Q8PH45;A8K5M8;Q96EK5;Q9BR89;Q9ULE1;Q9Y428"	"26128"	"ENSG00000198954"	NA	"10q22.1"	NA	NA	NA	NA	NA	6	NA	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_13476_16"	"13476_16"	"13476-16"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/13476_16_KIN_KIN17.txt.gz"	"13476_16_KIN_KIN17.txt.gz"	"KIN"	"KIN17"	"KIN"	"KIN"	"Kin17 DNA and RNA binding protein"	"DNA/RNA-binding protein KIN17"	"KIN"	"B4DX32;O60870;B7Z421"	"22944"	"ENSG00000151657"	"ENSG00000151657"	"10p14"	"10"	7750962	7787981	-1	7787981	3	1	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_17200_50"	"17200_50"	"17200-50"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/17200_50_KIR2DL1_KI2L1.txt.gz"	"17200_50_KIR2DL1_KI2L1.txt.gz"	"KIR2DL1"	"KI2L1"	"KIR2DL1"	"KIR2DL1"	"killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 1"	"Killer cell immunoglobulin-like receptor 2DL1"	"KIR2DL1"	"A0A0C5BZP0;A0A0C5C369;A0A0G2JQ06;A0A0Y0R0P1;A0A0Y0RMI5;A0A5J6VPP5;A0A7D5CA51;A0A7U3JYS5;A0A7U3JYW3;E7BWR8;O43470;P43626;Q32WE6;Q6H2H1;Q6H2H3;Q6IST4;B1N8M6;B1N8M7;Q30189"	"3802"	"ENSG00000125498;ENSG00000284145;ENSG00000278755;ENSG00000284347;ENSG00000284401;ENSG00000276820;ENSG00000283723;ENSG00000277356;ENSG00000276625;ENSG00000275080;ENSG00000284530;ENSG00000276310;ENSG00000284100;ENSG00000275522;ENSG00000274782;ENSG00000278207;ENSG00000284514;ENSG00000284551;ENSG00000275276;ENSG00000273794;ENSG00000277833;ENSG00000274692;ENSG00000275750;ENSG00000278495;ENSG00000273510;ENSG00000277616;ENSG00000278805;ENSG00000278738;ENSG00000278821;ENSG00000278248;ENSG00000274926;ENSG00000275196;ENSG00000276387;ENSG00000278503"	"ENSG00000125498"	"19q13.42"	"19"	54769811	54784322	1	54769811	646	1	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_7773_20"	"7773_20"	"7773-20"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/7773_20_KIR2DL2_KI2L2.txt.gz"	"7773_20_KIR2DL2_KI2L2.txt.gz"	"KIR2DL2"	"KI2L2"	"KIR2DL2"	"KIR2DL2"	"killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 2"	"Killer cell immunoglobulin-like receptor 2DL2"	NA	"A0A7D5BUS2;A6NF71;D0UWM1;E3NZD3;Q6H2H0;Q8N742;A0A0C4ZN23;C6EVR8;P43627;Q14951"	"3803"	"ENSG00000278692;ENSG00000273661;ENSG00000273578"	NA	"19q13.4"	NA	NA	NA	NA	NA	30	NA	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_17153_46"	"17153_46"	"17153-46"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/17153_46_KIR2DL3_KI2L3.txt.gz"	"17153_46_KIR2DL3_KI2L3.txt.gz"	"KIR2DL3"	"KI2L3"	"KIR2DL3"	"KIR2DL3"	"killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 3"	"Killer cell immunoglobulin-like receptor 2DL3"	"KIR2DL3"	"A0A0G2JNW9;A0A7U3JYX1;A0A7U3JYY6;E3NZD8;K7QT48;M4N691;M4N6D2;M4NBK5;O43472;P43628;P78402;Q14944;Q14945;Q9UM51;Q9UQ70"	"3804"	"ENSG00000243772;ENSG00000283702;ENSG00000283708;ENSG00000284241;ENSG00000277317;ENSG00000284333;ENSG00000283790;ENSG00000284510;ENSG00000284044;ENSG00000278327;ENSG00000284504;ENSG00000274108;ENSG00000278369;ENSG00000283996;ENSG00000276218;ENSG00000277484;ENSG00000284132;ENSG00000277554;ENSG00000284236;ENSG00000274830;ENSG00000274402;ENSG00000276590;ENSG00000273887;ENSG00000275008;ENSG00000273947;ENSG00000274952;ENSG00000275623;ENSG00000276459;ENSG00000277924;ENSG00000275658;ENSG00000274410"	"ENSG00000243772"	"19q13.42"	"19"	54738515	54753052	1	54738515	465	1	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_5095_21"	"5095_21"	"5095-21"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/5095_21_KIR2DL4_KI2L4.txt.gz"	"5095_21_KIR2DL4_KI2L4.txt.gz"	"KIR2DL4"	"KI2L4"	"KIR2DL4"	"KIR2DL4"	"killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 4"	"Killer cell immunoglobulin-like receptor 2DL4"	"KIR2DL4"	"A0A0G2JNE8;A0A0G2JPE3;A0A376A929;A0A0B4J1S6;A0A1W2PQ98;A0A7D5C391;K7RE46;A0A0C4ZR19;A0A6G6CZ72;A8W795;K7QUS9;K7QUT1;O14621;O14622;O14623;O14624;O43534;P78400;P78401;Q8N738;Q99559;Q99560;Q99561;Q99562;Q99706;Q9UQJ7"	"3805"	"ENSG00000189013;ENSG00000283869;ENSG00000284457;ENSG00000284340;ENSG00000275699;ENSG00000284460;ENSG00000284562;ENSG00000275732;ENSG00000277750;ENSG00000283961;ENSG00000277850;ENSG00000276044;ENSG00000277362;ENSG00000284509;ENSG00000283986;ENSG00000277540;ENSG00000277076;ENSG00000275237;ENSG00000274955;ENSG00000275848;ENSG00000278271;ENSG00000278074;ENSG00000273575;ENSG00000284365;ENSG00000284206;ENSG00000273498;ENSG00000278606;ENSG00000274193;ENSG00000277355;ENSG00000277964;ENSG00000278201;ENSG00000275317;ENSG00000284013;ENSG00000276779;ENSG00000274945;ENSG00000274189;ENSG00000278430;ENSG00000275456;ENSG00000276979;ENSG00000274609;ENSG00000274232"	"ENSG00000189013"	"19q13.42"	"19"	54803535	54814517	1	54803535	1066	1	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_8000_17"	"8000_17"	"8000-17"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/8000_17_KIR2DL5A_KI2LA.txt.gz"	"8000_17_KIR2DL5A_KI2LA.txt.gz"	"KIR2DL5A"	"KI2LA"	"KIR2DL5A"	"KIR2DL5A"	"killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 5A"	"Killer cell immunoglobulin-like receptor 2DL5A"	NA	"A0A191URI1;A0A5J6VML2;A0A5J6VQF1;Q8N109;A0A376A8X2"	"57292"	"ENSG00000288357;ENSG00000278116;ENSG00000276177;ENSG00000275596;ENSG00000274676;ENSG00000276392;ENSG00000276686;ENSG00000274143"	NA	"19p13.3"	NA	NA	NA	NA	NA	40	NA	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_10428_1"	"10428_1"	"10428-1"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/10428_1_KIR2DS2_KI2S2.txt.gz"	"10428_1_KIR2DS2_KI2S2.txt.gz"	"KIR2DS2"	"KI2S2"	"KIR2DS2"	"KIR2DS2"	"killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 2"	"Killer cell immunoglobulin-like receptor 2DS2"	NA	"A0A1W2PSB7;Q32MZ1;A0A1W2PNX5;Q14950;O75579;A0A0G2JPR7;O43755;A0A109R3B6;A0A2R4FYK5;A0A7D5BR21;D0UWM7;K7R1S5;P43631;Q14955;Q6H2G9;Q9UPI8"	"100132285"	"ENSG00000277885;ENSG00000275737;ENSG00000276139;ENSG00000274438;ENSG00000275452;ENSG00000275253;ENSG00000284033;ENSG00000275735;ENSG00000278152;ENSG00000276425;ENSG00000274518;ENSG00000276258;ENSG00000278300"	NA	"19q13.4"	NA	NA	NA	NA	NA	208	NA	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_17152_10"	"17152_10"	"17152-10"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/17152_10_KIR2DS4_KI2S4.txt.gz"	"17152_10_KIR2DS4_KI2S4.txt.gz"	"KIR2DS4"	"KI2S4"	"KIR2DS4"	"KIR2DS4"	"killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 4"	"Killer cell immunoglobulin-like receptor 2DS4"	"KIR2DS4"	"A0A0C4ZN11;A0A0C4ZN30;A0A1W2PR63;A0A5F9ZHK4;Q86VI6;A0A0C4ZN05;A0A0C5CF12;A0A5J6VNI0;A0A7D5BS96;P43632;Q4KN55;Q6H2G7"	"3809"	"ENSG00000221957;ENSG00000283779;ENSG00000275938;ENSG00000283882;ENSG00000283846;ENSG00000276465;ENSG00000275353;ENSG00000284307;ENSG00000277078;ENSG00000276395;ENSG00000283870;ENSG00000284408;ENSG00000274714;ENSG00000276209;ENSG00000276254;ENSG00000275731;ENSG00000274807;ENSG00000274406;ENSG00000284264;ENSG00000283727;ENSG00000275351;ENSG00000276885;ENSG00000274947;ENSG00000273526;ENSG00000284244;ENSG00000274324;ENSG00000274921;ENSG00000277345;ENSG00000274957;ENSG00000274533;ENSG00000276154;ENSG00000276634;ENSG00000273931"	"ENSG00000221957"	"19q13.42"	"19"	54832676	54848569	1	54832676	396	1	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_18907_97"	"18907_97"	"18907-97"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/18907_97_KIR3DL1_KI3L1.txt.gz"	"18907_97_KIR3DL1_KI3L1.txt.gz"	"KIR3DL1"	"KI3L1"	"KIR3DL1"	"KIR3DL1"	"killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 1"	"Killer cell immunoglobulin-like receptor 3DL1"	"KIR3DL1"	"A0A0C4ZLQ8;A0A172R164;A0A5J6VMJ0;C4N360;C4N361;C4N362;Q5UCE1;Q6H2G1;Q6H2G3;Q8NHK7;A0A0C4ZLV3;A0A1D0C0D6;E0X082;I6LEK9;I6LFK0;M4NBL3;O43473;P43629;Q14946;Q16541;Q5UCE2;Q6H2G2"	"3811"	"ENSG00000167633;ENSG00000283731;ENSG00000284093;ENSG00000275288;ENSG00000283827;ENSG00000275717;ENSG00000278368;ENSG00000283954;ENSG00000273775;ENSG00000275659;ENSG00000283729;ENSG00000284177;ENSG00000274146;ENSG00000276379;ENSG00000276423;ENSG00000278427;ENSG00000274920;ENSG00000274948;ENSG00000273518;ENSG00000284589;ENSG00000284426;ENSG00000275486;ENSG00000275786;ENSG00000277272;ENSG00000284342;ENSG00000278079;ENSG00000276501;ENSG00000276329;ENSG00000277175;ENSG00000278856;ENSG00000275545;ENSG00000274036"	"ENSG00000167633"	"19q13.42"	"19"	54816468	54866993	1	54816468	704	1	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_5096_51"	"5096_51"	"5096-51"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/5096_51_KIR3DL2_KI3L2.txt.gz"	"5096_51_KIR3DL2_KI3L2.txt.gz"	"KIR3DL2"	"KI3L2"	"KIR3DL2"	"KIR3DL2"	"killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 2"	"Killer cell immunoglobulin-like receptor 3DL2"	"KIR3DL2"	"A0A0G2JLM7;A0A0G2JLX7;A0A0G2JM59;A0A0G2JMS0;A0A0G2JN45;A0A0G2JP67;A0A1W2PPV3;A0A0C4ZLV9;A0A0C4ZNW6;A0A0G2JLU7;A0A0G2JLZ4;A0A0G2JPQ5;A0A0U1V1E6;A0A0U1WN45;A0A0U1WN54;A0A0U1WNF3;A0A0U1WNF5;A0A0U4YTC8;A0A0U5FNF5;A0A0U5GHD6;A0A110BGM1;A0A110BGU4;A0A110BIQ9;A0A120N617;P43630;Q13238;Q14947;Q14948;Q6H2F6;Q8NHK6;Q92684;Q95366;Q95367;Q95368;A0A376A8T7;A0A376A965"	"3812"	"ENSG00000240403;ENSG00000288389;ENSG00000278726;ENSG00000284192;ENSG00000284466;ENSG00000278710;ENSG00000276882;ENSG00000278809;ENSG00000278850;ENSG00000278474;ENSG00000284213;ENSG00000278403;ENSG00000274722;ENSG00000278656;ENSG00000275626;ENSG00000284528;ENSG00000276004;ENSG00000275262;ENSG00000284295;ENSG00000275511;ENSG00000275083;ENSG00000273735;ENSG00000277982;ENSG00000278758;ENSG00000275629;ENSG00000278442;ENSG00000277709;ENSG00000275416;ENSG00000273911;ENSG00000276424;ENSG00000276739;ENSG00000278361;ENSG00000276357;ENSG00000278707;ENSG00000275838;ENSG00000275566;ENSG00000277181"	"ENSG00000240403"	"19q13.42"	"19"	54850443	54867207	1	54850443	1332	1	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_7944_1"	"7944_1"	"7944-1"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/7944_1_KIR3DL3_KI3L3.txt.gz"	"7944_1_KIR3DL3_KI3L3.txt.gz"	"KIR3DL3"	"KI3L3"	"KIR3DL3"	"KIR3DL3"	"killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 3"	"Killer cell immunoglobulin-like receptor 3DL3:Extracellular domain"	"KIR3DL3"	"A0A0B4J1R5;A0A0C4ZNX4;A0A0G2JNK0;A0A8I5QEB2;A9PL62;A9PL64;A9PL65;A9PL66;A9PL67;A9PL68;A9PZV4;A9PZV7;A9PZV8;A9Q066;A9Q0R5;A9Q242;A9Q250;A9Q251;O95056;Q1X775;Q1X777;Q1X778;Q1X779;Q8N743"	"115653"	"ENSG00000242019;ENSG00000284086;ENSG00000283915;ENSG00000284127;ENSG00000276930;ENSG00000284371;ENSG00000283966;ENSG00000276806;ENSG00000277552;ENSG00000284104;ENSG00000277392;ENSG00000277596;ENSG00000283823;ENSG00000273502;ENSG00000274394;ENSG00000278490;ENSG00000274696;ENSG00000275513;ENSG00000274480;ENSG00000274254;ENSG00000283875;ENSG00000284480;ENSG00000276328;ENSG00000274556;ENSG00000276086;ENSG00000276084;ENSG00000276433;ENSG00000275172;ENSG00000274786;ENSG00000275062;ENSG00000277028;ENSG00000276875;ENSG00000275433;ENSG00000277620;ENSG00000274724;ENSG00000278723;ENSG00000274763;ENSG00000274639;ENSG00000274511;ENSG00000278729;ENSG00000276572;ENSG00000276196"	"ENSG00000242019"	"19q13.42"	"19"	54724479	54736536	1	54724479	1008	1	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_8045_3"	"8045_3"	"8045-3"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/8045_3_KIR3DL3_KI3L3.txt.gz"	"8045_3_KIR3DL3_KI3L3.txt.gz"	"KIR3DL3"	"KI3L3"	"KIR3DL3"	"KIR3DL3"	"killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 3"	"Killer cell immunoglobulin-like receptor 3DL3:Cytoplasmic domain"	"KIR3DL3"	"A0A0B4J1R5;A0A0C4ZNX4;A0A0G2JNK0;A0A8I5QEB2;A9PL62;A9PL64;A9PL65;A9PL66;A9PL67;A9PL68;A9PZV4;A9PZV7;A9PZV8;A9Q066;A9Q0R5;A9Q242;A9Q250;A9Q251;O95056;Q1X775;Q1X777;Q1X778;Q1X779;Q8N743"	"115653"	"ENSG00000242019;ENSG00000284086;ENSG00000283915;ENSG00000284127;ENSG00000276930;ENSG00000284371;ENSG00000283966;ENSG00000276806;ENSG00000277552;ENSG00000284104;ENSG00000277392;ENSG00000277596;ENSG00000283823;ENSG00000273502;ENSG00000274394;ENSG00000278490;ENSG00000274696;ENSG00000275513;ENSG00000274480;ENSG00000274254;ENSG00000283875;ENSG00000284480;ENSG00000276328;ENSG00000274556;ENSG00000276086;ENSG00000276084;ENSG00000276433;ENSG00000275172;ENSG00000274786;ENSG00000275062;ENSG00000277028;ENSG00000276875;ENSG00000275433;ENSG00000277620;ENSG00000274724;ENSG00000278723;ENSG00000274763;ENSG00000274639;ENSG00000274511;ENSG00000278729;ENSG00000276572;ENSG00000276196"	"ENSG00000242019"	"19q13.42"	"19"	54724479	54736536	1	54724479	1008	1	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_5097_14"	"5097_14"	"5097-14"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/5097_14_KIR3DS1_KI3S1.txt.gz"	"5097_14_KIR3DS1_KI3S1.txt.gz"	"KIR3DS1"	"KI3S1"	"KIR3DS1"	"KIR3DS1"	"killer cell immunoglobulin like receptor, three Ig domains and short cytoplasmic tail 1"	"Killer cell immunoglobulin-like receptor 3DS1"	NA	"A0A1W2PRN0;B6CDM6;I6LEM2;I6LEM3;I6LFJ3;I6LFJ4;O43469;A0A0G2JN05;Q99565;Q4KN23;A0A0G2JNN4;Q14943;Q5UCD2"	"3813"	"ENSG00000283719;ENSG00000284111;ENSG00000283889;ENSG00000274465;ENSG00000275037;ENSG00000275608;ENSG00000276534;ENSG00000276498;ENSG00000274283;ENSG00000275434"	NA	"19q13.4"	NA	NA	NA	NA	NA	130	NA	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_16609_106"	"16609_106"	"16609-106"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/16609_106_KIRREL2_KIRR2.txt.gz"	"16609_106_KIRREL2_KIRR2.txt.gz"	"KIRREL2"	"KIRR2"	"KIRREL2"	"KIRREL2"	"kirre like nephrin family adhesion molecule 2"	"Kin of IRRE-like protein 2"	"KIRREL2"	"Q6UWL6;K7EJS8;A0A0A0MQV3;A0A0A0MRC1;C9JHF1;C9JJ76;F1T0I2;Q6P1R1;Q7Z5P1;Q7Z5P2;Q96IQ8;Q9H0T1"	"84063"	"ENSG00000126259"	"ENSG00000126259"	"19q13.12"	"19"	35855861	35867109	1	35855861	12	1	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_4557_61"	"4557_61"	"4557-61"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/4557_61_KIRREL3_KIRR3.txt.gz"	"4557_61_KIRREL3_KIRR3.txt.gz"	"KIRREL3"	"KIRR3"	"KIRREL3"	"KIRREL3"	"kirre like nephrin family adhesion molecule 3"	"Kin of IRRE-like protein 3"	"KIRREL3"	"Q8IZU9;E9PRX9;Q3MIJ7;Q6UWJ9;Q6UWL5;Q96JG0"	"84623"	"ENSG00000149571"	"ENSG00000149571"	"11q24.2"	"11"	126423359	127003460	-1	127003460	6	1	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_6606_61"	"6606_61"	"6606-61"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/6606_61_KISS1_KISS1.txt.gz"	"6606_61_KISS1_KISS1.txt.gz"	"KISS1"	"KISS1"	"KISS1"	"KISS1"	"KiSS-1 metastasis suppressor"	"Metastasis-suppressor KiSS-1"	"KISS1"	"A8K6N0;Q15726;Q9HBP1"	"3814"	"ENSG00000170498"	"ENSG00000170498"	"1q32.1"	"1"	204190341	204196486	-1	204196486	3	1	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_2475_1"	"2475_1"	"2475-1"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/2475_1_KIT_SCF_sR.txt.gz"	"2475_1_KIT_SCF_sR.txt.gz"	"KIT"	"SCF_sR"	"KIT"	"KIT"	"KIT proto-oncogene, receptor tyrosine kinase"	"Mast/stem cell growth factor receptor Kit"	"KIT"	"A0A8I5KPX7;B5A956;D5LXN2;D5M931;F5H8F8;P10721;Q6IQ28;Q99662;Q9UM99;A0A8I5KS03;A0A8I5QKL5;A0A0U2N547;A0A8I5KQZ6;A0A8I5QKP7;A0A8J8Z860"	"3815"	"ENSG00000157404"	"ENSG00000157404"	"4q12"	"4"	54657918	54740715	1	54657918	15	2	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_9377_25"	"9377_25"	"9377-25"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/9377_25_KITLG_SCF.txt.gz"	"9377_25_KITLG_SCF.txt.gz"	"KITLG"	"SCF"	"KITLG"	"KITLG"	"KIT ligand"	"Kit ligand"	"KITLG"	"A0AV09;A8K2Q4;B7ZLM4;P21583;Q16487;Q68DZ2;Q7M4N8;Q9UQK7"	"4254"	"ENSG00000049130"	"ENSG00000049130"	"12q21.32"	"12"	88492793	88580851	-1	88580851	8	1	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_15384_15"	"15384_15"	"15384-15"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/15384_15_KL_KLOTHO.txt.gz"	"15384_15_KL_KLOTHO.txt.gz"	"KL"	"KLOTHO"	"KL"	"KL"	"klotho"	"Klotho"	"KL"	"Q5VZ95;Q96KV5;Q96KW5;Q9UEF7;Q9UEI9;Q9Y4F0"	"9365"	"ENSG00000133116"	"ENSG00000133116"	"13q13.1"	"13"	33016433	33066145	1	33016433	6	1	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_19557_3"	"19557_3"	"19557-3"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/19557_3_KLB_KLOTB.txt.gz"	"19557_3_KLB_KLOTB.txt.gz"	"KLB"	"KLOTB"	"KLB"	"KLB"	"klotho beta"	"Beta-klotho"	"KLB"	"B7ZL50;Q2M3K8;Q86Z14"	"152831"	"ENSG00000134962"	"ENSG00000134962"	"4p14"	"4"	39406853	39451536	1	39406853	3	1	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_12656_1"	"12656_1"	"12656-1"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/12656_1_KLC1_KLC1.txt.gz"	"12656_1_KLC1_KLC1.txt.gz"	"KLC1"	"KLC1"	"KLC1"	"KLC1"	"kinesin light chain 1"	"Kinesin light chain 1"	"KLC1"	"Q7RTQ2;Q7RTQ4;Q7RTP8;Q7RTQ0;G3V5R9;G3V3H3;Q7RTQ1;B5BU63;Q7RTQ7;F8W6L3;Q7RTQ9;G5E9S8;G3V2E7;A6NF62;F8VTM4;Q07866;Q7RTM2;Q7RTM3;Q7RTM5;Q7RTP9;Q7RTQ3;Q7RTQ5;Q7RTQ6;Q86SF5;Q86TF5;Q86V74;Q86V75;Q86V76;Q86V77;Q86V78;Q86V79;Q96H62"	"3831"	"ENSG00000126214"	"ENSG00000126214"	"14q32.33"	"14"	103561896	103714249	1	103561896	32	1	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_17850_42"	"17850_42"	"17850-42"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/17850_42_KLF4_KLF4.txt.gz"	"17850_42_KLF4_KLF4.txt.gz"	"KLF4"	"KLF4"	"KLF4"	"KLF4"	"KLF transcription factor 4"	"Krueppel-like factor 4"	"KLF4"	"B2R8S4;B3KT79;L0R3I6;L0R4N5;O43474;P78338;Q5T3J8;Q5T3J9;Q8N717;Q9UNP3"	"9314"	"ENSG00000136826"	"ENSG00000136826"	"9q31.2"	"9"	107484852	107490482	-1	107490482	10	1	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_12695_62"	"12695_62"	"12695-62"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/12695_62_KLHL12_KLH12.txt.gz"	"12695_62_KLHL12_KLH12.txt.gz"	"KLHL12"	"KLH12"	"KLHL12"	"KLHL12"	"kelch like family member 12"	"Kelch-like protein 12"	"KLHL12"	"Q53G59;Q9H7R2;A6NEN8;B7Z7B8;Q9HBX5"	"59349"	"ENSG00000117153"	"ENSG00000117153"	"1q32.1"	"1"	202891100	202928636	-1	202928636	5	1	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_12463_7"	"12463_7"	"12463-7"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/12463_7_KLHL13_KLH13.txt.gz"	"12463_7_KLHL13_KLH13.txt.gz"	"KLHL13"	"KLH13"	"KLHL13"	"KLHL13"	"kelch like family member 13"	"Kelch-like protein 13"	"KLHL13"	"B7ZB44;A0A0C4DG80;Q96HC9;Q9P2N7;B3KV78;B3KWM7;B7Z3S9;B7Z5P2;B7Z802;D3DWH6;Q6P2E3;Q96QI7;Q9UDN9"	"90293"	"ENSG00000003096"	"ENSG00000003096"	"Xq24"	"X"	117897813	118117340	-1	118117340	13	1	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_12625_138"	"12625_138"	"12625-138"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/12625_138_KLHL7_KLHL7.txt.gz"	"12625_138_KLHL7_KLHL7.txt.gz"	"KLHL7"	"KLHL7"	"KLHL7"	"KLHL7"	"kelch like family member 7"	"Kelch-like protein 7"	"KLHL7"	"A4D144;A8K364;B7Z5I9;G5E9G3;Q7Z765;Q8IXQ5;Q96MV2;Q9BQF8;Q9UDQ9;Q8IWW9"	"55975"	"ENSG00000122550"	"ENSG00000122550"	"7p15.3"	"7"	23105758	23177914	1	23105758	10	1	"SomaScan.db + EnsDb.Hsapiens.v86"
