seqid	seqid_raw	probeid	sumstat_file	file_basename	parsed_symbol	parsed_alias	package_symbol	symbol	gene_name	target_full_name	gene_name_hg38	uniprot_ids	entrez_ids	ensembl_gene_ids	gene_id_hg38	cytoband	chromosome_hg38	gene_start_hg38	gene_end_hg38	strand_hg38	tss_hg38	n_somascan_rows	n_coord_rows	mapping_source
"SeqId_7065_1"	"7065_1"	"7065-1"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/7065_1_G6B_G6B.txt.gz"	"7065_1_G6B_G6B.txt.gz"	"G6B"	"G6B"	"MPIG6B"	"MPIG6B"	"megakaryocyte and platelet inhibitory receptor G6b"	"Protein G6b:Isoform A, Extracellular domain"	NA	"A0A140T9L8;A0A1U9X7F6;B0V023;A0A0G2JJG8;A2BEZ1;A2BEZ2;A2BEZ3;A2BEZ4;A2BEZ5;B0UXC4;B0UXC7;B0UXC8;B0V024;B0V026;O95866;Q14CK2;Q96A86;Q96A87;Q96A88;Q96A89;Q96A90;Q96A91;A0A140T9V1"	"80739"	"ENSG00000204420;ENSG00000231003;ENSG00000230060;ENSG00000228090;ENSG00000237459;ENSG00000224393;ENSG00000206396"	NA	"6p21.33"	NA	NA	NA	NA	NA	161	NA	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_8659_68"	"8659_68"	"8659-68"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/8659_68_G6B_G6B.txt.gz"	"8659_68_G6B_G6B.txt.gz"	"G6B"	"G6B"	"MPIG6B"	"MPIG6B"	"megakaryocyte and platelet inhibitory receptor G6b"	"Protein G6b:Isoform B, Cytoplasmic domain"	NA	"A0A140T9L8;A0A1U9X7F6;B0V023;A0A0G2JJG8;A2BEZ1;A2BEZ2;A2BEZ3;A2BEZ4;A2BEZ5;B0UXC4;B0UXC7;B0UXC8;B0V024;B0V026;O95866;Q14CK2;Q96A86;Q96A87;Q96A88;Q96A89;Q96A90;Q96A91;A0A140T9V1"	"80739"	"ENSG00000204420;ENSG00000231003;ENSG00000230060;ENSG00000228090;ENSG00000237459;ENSG00000224393;ENSG00000206396"	NA	"6p21.33"	NA	NA	NA	NA	NA	161	NA	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_11319_106"	"11319_106"	"11319-106"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/11319_106_MRE11A_MRE11.txt.gz"	"11319_106_MRE11A_MRE11.txt.gz"	"MRE11A"	"MRE11"	"MRE11"	"MRE11"	"MRE11 homolog, double strand break repair nuclease"	"Double-strand break repair protein MRE11"	NA	"F8W7U8;P49959;Q05D78;B3KTC7;O43475"	"4361"	"ENSG00000020922"	NA	"11q21"	NA	NA	NA	NA	NA	5	NA	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_8303_102"	"8303_102"	"8303-102"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/8303_102_C12orf10_MYG1.txt.gz"	"8303_102_C12orf10_MYG1.txt.gz"	"C12orf10"	"MYG1"	"MYG1"	"MYG1"	"MYG1 exonuclease"	"UPF0160 protein MYG1, mitochondrial"	NA	"Q86UA3;Q9HB07"	"60314"	"ENSG00000139637;ENSG00000291835"	NA	"12q13.13"	NA	NA	NA	NA	NA	4	NA	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_8068_43"	"8068_43"	"8068-43"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/8068_43_KIAA1161_K1161.txt.gz"	"8068_43_KIAA1161_K1161.txt.gz"	"KIAA1161"	"K1161"	"MYORG"	"MYORG"	"myogenesis regulating glycosidase"	"Uncharacterized family 31 glucosidase KIAA1161:Extracellular domain"	NA	"Q5T587;Q5T588;Q6NSJ0;Q9ULQ9"	"57462"	"ENSG00000164976"	NA	"9p13.3"	NA	NA	NA	NA	NA	4	NA	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_8093_13"	"8093_13"	"8093-13"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/8093_13_KIAA1161_K1161.txt.gz"	"8093_13_KIAA1161_K1161.txt.gz"	"KIAA1161"	"K1161"	"MYORG"	"MYORG"	"myogenesis regulating glycosidase"	"Uncharacterized family 31 glucosidase KIAA1161:Cytoplasmic domain"	NA	"Q5T587;Q5T588;Q6NSJ0;Q9ULQ9"	"57462"	"ENSG00000164976"	NA	"9p13.3"	NA	NA	NA	NA	NA	4	NA	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_9030_56"	"9030_56"	"9030-56"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/9030_56_C17orf89_CQ089.txt.gz"	"9030_56_C17orf89_CQ089.txt.gz"	"C17orf89"	"CQ089"	"NDUFAF8"	"NDUFAF8"	"NADH:ubiquinone oxidoreductase complex assembly factor 8"	"Uncharacterized protein C17orf89"	NA	"A1L188"	"284184"	"ENSG00000224877"	NA	"17q25.3"	NA	NA	NA	NA	NA	1	NA	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_13490_1"	"13490_1"	"13490-1"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/13490_1_MPP6_MPP6.txt.gz"	"13490_1_MPP6_MPP6.txt.gz"	"MPP6"	"MPP6"	"PALS2"	"PALS2"	"protein associated with LIN7 2, MAGUK p55 family member"	"MAGUK p55 subfamily member 6"	NA	"A4D157;Q9H0E1;Q9NZW5;B8ZZG1"	"51678"	"ENSG00000105926"	NA	"7p15.3"	NA	NA	NA	NA	NA	4	NA	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_19158_1"	"19158_1"	"19158-1"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/19158_1_PAF_PAF.txt.gz"	"19158_1_PAF_PAF.txt.gz"	"PAF"	"PAF"	"PCLAF"	"PCLAF"	"PCNA clamp associated factor"	"PCNA-associated factor"	NA	"Q15004;A0A024R5W5;A6NNU5;A8K3Y3;G9G694;G9G696;H0YMA4"	"9768"	"ENSG00000166803"	NA	"15q22.31"	NA	NA	NA	NA	NA	7	NA	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_9544_24"	"9544_24"	"9544-24"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/9544_24_C7orf69_CG069.txt.gz"	"9544_24_C7orf69_CG069.txt.gz"	"C7orf69"	"CG069"	"PKD1L1-AS1"	"PKD1L1-AS1"	"PKD1L1 antisense RNA 1"	"Uncharacterized protein C7orf69"	NA	NA	"80099"	"ENSG00000136275"	NA	"7p12.3"	NA	NA	NA	NA	NA	1	NA	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_7822_11"	"7822_11"	"7822-11"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/7822_11_HRASLS2_HRSL2.txt.gz"	"7822_11_HRASLS2_HRSL2.txt.gz"	"HRASLS2"	"HRSL2"	"PLAAT2"	"PLAAT2"	"phospholipase A and acyltransferase 2"	"HRAS-like suppressor 2"	NA	"B9A7L8;Q9NWW9"	"54979"	"ENSG00000133328"	NA	"11q12.3"	NA	NA	NA	NA	NA	2	NA	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_7865_126"	"7865_126"	"7865-126"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/7865_126_PLA2G16_HRSL3.txt.gz"	"7865_126_PLA2G16_HRSL3.txt.gz"	"PLA2G16"	"HRSL3"	"PLAAT3"	"PLAAT3"	"phospholipase A and acyltransferase 3"	"HRAS-like suppressor 3"	NA	"B2R7Q4;B7XAK5;P53816;Q3SYI3;Q9HDD1"	"11145"	"ENSG00000176485"	NA	"11q12.3-q13.1"	NA	NA	NA	NA	NA	5	NA	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_10961_15"	"10961_15"	"10961-15"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/10961_15_RARRES3_TIG3.txt.gz"	"10961_15_RARRES3_TIG3.txt.gz"	"RARRES3"	"TIG3"	"PLAAT4"	"PLAAT4"	"phospholipase A and acyltransferase 4"	"Retinoic acid receptor responder protein 3"	NA	"A6NG31;B2R599;B4DDW2;E7ENZ7;O95200;Q9UL19"	"5920"	"ENSG00000133321"	NA	"11q12.3"	NA	NA	NA	NA	NA	6	NA	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_11407_57"	"11407_57"	"11407-57"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/11407_57_PLSCR3_PLS3.txt.gz"	"11407_57_PLSCR3_PLS3.txt.gz"	"PLSCR3"	"PLS3"	"PLSCR3"	"PLSCR3"	"phospholipid scramblase 3"	"Phospholipid scramblase 3"	NA	"A8K252;B2RBF8;Q567U0;Q8NBW6;Q96F13;Q9NRY6"	"57048"	"ENSG00000187838;ENSG00000284009"	NA	"17p13.1"	NA	NA	NA	NA	NA	12	NA	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_6611_8"	"6611_8"	"6611-8"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/6611_8_KDELC1_KDEL1.txt.gz"	"6611_8_KDELC1_KDEL1.txt.gz"	"KDELC1"	"KDEL1"	"POGLUT2"	"POGLUT2"	"protein O-glucosyltransferase 2"	"KDEL motif-containing protein 1"	NA	"Q6UW63;A0A9L9PY35;Q53HL3;Q9BVD2;A0A9L9PXM5"	"79070"	"ENSG00000134901"	NA	"13q33.1"	NA	NA	NA	NA	NA	5	NA	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_8296_117"	"8296_117"	"8296-117"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/8296_117_KDELC2_KDEL2.txt.gz"	"8296_117_KDELC2_KDEL2.txt.gz"	"KDELC2"	"KDEL2"	"POGLUT3"	"POGLUT3"	"protein O-glucosyltransferase 3"	"KDEL motif-containing protein 2"	NA	"A0A9L9PX09;A0A9L9PY40;Q6UWW2;Q6ZUM9;Q7Z4H8;Q8N7L8;Q8NE24;B2R8W4"	"143888"	"ENSG00000178202"	NA	"11q22.3"	NA	NA	NA	NA	NA	8	NA	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_13013_41"	"13013_41"	"13013-41"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/13013_41_PARK2_PRKN2.txt.gz"	"13013_41_PARK2_PRKN2.txt.gz"	"PARK2"	"PRKN2"	"PRKN"	"PRKN"	"parkin RBR E3 ubiquitin protein ligase"	"E3 ubiquitin-protein ligase parkin"	NA	"A3FG77;A8K975;D3JZW7;D3K2X0;O60260;Q5TFV8;Q5VVX4;Q6Q2I6;Q8NI41;Q8NI43;Q8NI44;Q8WW07;X5DNX0;X5DR79;S4X465"	"5071"	"ENSG00000185345"	NA	"6q26"	NA	NA	NA	NA	NA	15	NA	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_13423_94"	"13423_94"	"13423-94"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/13423_94_FAM213A_CJ058.txt.gz"	"13423_94_FAM213A_CJ058.txt.gz"	"FAM213A"	"CJ058"	"PRXL2A"	"PRXL2A"	"peroxiredoxin like 2A"	"Redox-regulatory protein FAM213A"	NA	"B2RD81;Q6UW08;Q8N2K3;Q8NBK9;Q96JR0;Q9BRX8"	"84293"	"ENSG00000122378"	NA	"10q23.1"	NA	NA	NA	NA	NA	6	NA	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_17345_12"	"17345_12"	"17345-12"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/17345_12_ZADH2_ZADH2.txt.gz"	"17345_12_ZADH2_ZADH2.txt.gz"	"ZADH2"	"ZADH2"	"PTGR3"	"PTGR3"	"prostaglandin reductase 3"	"Prostaglandin reductase 3"	NA	"Q8N4Q0;A8KA15;B4DZ91;Q4G1C4"	"284273"	"ENSG00000180011"	NA	"18q22.3"	NA	NA	NA	NA	NA	4	NA	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_8556_5"	"8556_5"	"8556-5"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/8556_5_FAM134B_F134B.txt.gz"	"8556_5_FAM134B_F134B.txt.gz"	"FAM134B"	"F134B"	"RETREG1"	"RETREG1"	"reticulophagy regulator 1"	"Protein FAM134B"	NA	"A0A804HKW5;Q69YN8;Q9H6K6;Q9H6L5;Q9H764;Q9NXM8;A0A804HHX5"	"54463"	"ENSG00000154153"	NA	"5p15.1"	NA	NA	NA	NA	NA	7	NA	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_8102_239"	"8102_239"	"8102-239"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/8102_239_C1orf186_CA186.txt.gz"	"8102_239_C1orf186_CA186.txt.gz"	"C1orf186"	"CA186"	"RHEX"	"RHEX"	"regulator of hemoglobinization and erythroid cell expansion"	"Uncharacterized protein C1orf186"	NA	"Q6ZWK4"	"440712"	"ENSG00000263961"	NA	"1q32.1"	NA	NA	NA	NA	NA	1	NA	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_12382_2"	"12382_2"	"12382-2"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/12382_2_DDX58_DDX58.txt.gz"	"12382_2_DDX58_DDX58.txt.gz"	"DDX58"	"DDX58"	"RIGI"	"RIGI"	"RNA sensor RIG-I"	"Probable ATP-dependent RNA helicase DDX58"	NA	"A0A7P0TB70;B3KWW1;A2A376;A2RU81;O95786;Q5HYE1;Q5VYT1;Q9NT04"	"23586"	"ENSG00000107201"	NA	"9p21.1"	NA	NA	NA	NA	NA	8	NA	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_18178_13"	"18178_13"	"18178-13"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/18178_13_SARS_SYSC.txt.gz"	"18178_13_SARS_SYSC.txt.gz"	"SARS"	"SYSC"	"SARS1"	"SARS1"	"seryl-tRNA synthetase 1"	"Serine--tRNA ligase, cytoplasmic"	NA	"Q0VGA5;Q53HA4;Q5T5C7;B2R6Y9;P49591;Q5T5C8;Q9NSE3"	"6301"	"ENSG00000031698"	NA	"1p13.3"	NA	NA	NA	NA	NA	7	NA	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_17319_1"	"17319_1"	"17319-1"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/17319_1_SELH_SELH.txt.gz"	"17319_1_SELH_SELH.txt.gz"	"SELH"	"SELH"	"SELENOH"	"SELENOH"	"selenoprotein H"	"Selenoprotein H"	NA	"Q8IZQ5;Q8N672"	"280636"	"ENSG00000211450"	NA	"11q12.1"	NA	NA	NA	NA	NA	2	NA	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_15336_7"	"15336_7"	"15336-7"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/15336_7_SELM_SELM.txt.gz"	"15336_7_SELM_SELM.txt.gz"	"SELM"	"SELM"	"SELENOM"	"SELENOM"	"selenoprotein M"	"Selenoprotein M"	NA	"A8MPZ2;Q8WWX9"	"140606"	"ENSG00000198832"	NA	"22q12.2"	NA	NA	NA	NA	NA	2	NA	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_11286_78"	"11286_78"	"11286-78"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/11286_78_VIMP_SELS.txt.gz"	"11286_78_VIMP_SELS.txt.gz"	"VIMP"	"SELS"	"SELENOS"	"SELENOS"	"selenoprotein S"	"Selenoprotein S"	NA	"A0A182DWI4;Q3B771;Q9BQE4;Q9P0I6;Q6GYA4"	"55829"	"ENSG00000131871"	NA	"15q26.3"	NA	NA	NA	NA	NA	5	NA	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_18310_26"	"18310_26"	"18310-26"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/18310_26_SEPW1_SELW.txt.gz"	"18310_26_SEPW1_SELW.txt.gz"	"SEPW1"	"SELW"	"SELENOW"	"SELENOW"	"selenoprotein W"	"Selenoprotein W"	NA	"A8MRR7;O15532;O19096;P63302;Q86TI9;Q96KM5"	"6415"	"ENSG00000178980"	NA	"19q13.33"	NA	NA	NA	NA	NA	6	NA	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_12690_33"	"12690_33"	"12690-33"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/12690_33_SEPT10_SEP10.txt.gz"	"12690_33_SEPT10_SEP10.txt.gz"	"SEPT10"	"SEP10"	"SEPTIN10"	"SEPTIN10"	"septin 10"	"Septin-10"	NA	"B7Z371;E7EX45;Q59H84;B5ME97;E7EX04;B7Z277;A8K7M3;Q9P0V9;Q9NSH2;Q9H9P7;E7EW69;B3KRQ9;Q86VP5;Q9HAH6"	"151011"	"ENSG00000186522"	NA	"2q13"	NA	NA	NA	NA	NA	14	NA	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_12620_3"	"12620_3"	"12620-3"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/12620_3_SEPT11_Septin_11.txt.gz"	"12620_3_SEPT11_Septin_11.txt.gz"	"SEPT11"	"Septin_11"	"SEPTIN11"	"SEPTIN11"	"septin 11"	"Septin-11"	NA	"D6RDU5;A0A384P5S0;B7Z7Z6;E9KL32;Q4W5G1;Q7L4N1;Q96SP1;Q9NVA2;Q9UFY9"	"55752"	"ENSG00000138758"	NA	"4q21.1"	NA	NA	NA	NA	NA	9	NA	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_18316_75"	"18316_75"	"18316-75"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/18316_75_SEPT3_SEPT3.txt.gz"	"18316_75_SEPT3_SEPT3.txt.gz"	"SEPT3"	"SEPT3"	"SEPTIN3"	"SEPTIN3"	"septin 3"	"Neuronal-specific septin-3"	NA	"A0A2R8Y4H2;A8K1X2;B7Z686;Q9UH03;B1AHR0;Q2NKJ7;Q59GF7;Q6IBZ6;Q8N3P3;Q9HD35"	"55964"	"ENSG00000100167"	NA	"22q13.2"	NA	NA	NA	NA	NA	10	NA	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_17693_2"	"17693_2"	"17693-2"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/17693_2_SEPT6_Septin_6.txt.gz"	"17693_2_SEPT6_Septin_6.txt.gz"	"SEPT6"	"Septin_6"	"SEPTIN6"	"SEPTIN6"	"septin 6"	"Septin-6"	NA	"B1AMS2;Q6NT82;Q14141;Q5JTK0;Q969W5;Q96A13;Q96GR1;Q96P86;Q96P87;Q541S4;Q548C9"	"23157"	"ENSG00000125354"	NA	"Xq24"	NA	NA	NA	NA	NA	11	NA	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_10432_3"	"10432_3"	"10432-3"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/10432_3_KIAA1644_K1644.txt.gz"	"10432_3_KIAA1644_K1644.txt.gz"	"KIAA1644"	"K1644"	"SHISAL1"	"SHISAL1"	"shisa like 1"	"Uncharacterized protein KIAA1644"	NA	"A6NHP0;A9Z1Z0;Q3SXP7;Q3SXP8;Q5JZ71;Q9BYB5"	"85352"	"ENSG00000138944"	NA	"22q13.31"	NA	NA	NA	NA	NA	6	NA	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_13431_74"	"13431_74"	"13431-74"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/13431_74_FAM159A_F159A.txt.gz"	"13431_74_FAM159A_F159A.txt.gz"	"FAM159A"	"F159A"	"SHISAL2A"	"SHISAL2A"	"shisa like 2A"	"Membrane protein FAM159A"	NA	"Q6UWV7;Q6ZRG4"	"348378"	"ENSG00000182183"	NA	"1p32.3"	NA	NA	NA	NA	NA	2	NA	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_7939_1"	"7939_1"	"7939-1"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/7939_1_PQLC2L_CC055.txt.gz"	"7939_1_PQLC2L_CC055.txt.gz"	"PQLC2L"	"CC055"	"SLC66A1LP"	"SLC66A1LP"	"solute carrier family 66 member 1 like, pseudogene"	"Putative uncharacterized protein PQLC2L"	NA	NA	"152078"	"ENSG00000293490"	NA	"3q25.32"	NA	NA	NA	NA	NA	1	NA	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_11161_5"	"11161_5"	"11161-5"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/11161_5_SPG20_SPG20.txt.gz"	"11161_5_SPG20_SPG20.txt.gz"	"SPG20"	"SPG20"	"SPART"	"SPART"	"spartin"	"Spartin"	NA	"A0A024RDV9;A8K6Q9;O60349;Q86Y67;Q8N0X7;Q9H1T2;Q9H1T3"	"23111"	"ENSG00000133104"	NA	"13q13.3"	NA	NA	NA	NA	NA	7	NA	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_8927_6"	"8927_6"	"8927-6"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/8927_6_C7orf73_CG073.txt.gz"	"8927_6_C7orf73_CG073.txt.gz"	"C7orf73"	"CG073"	"STMP1"	"STMP1"	"short transmembrane mitochondrial protein 1"	"Uncharacterized protein C7orf73"	NA	"E0CX11"	"647087"	"ENSG00000243317"	NA	"7q33"	NA	NA	NA	NA	NA	1	NA	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_5753_21"	"5753_21"	"5753-21"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/5753_21_FAM19A1_F19A1.txt.gz"	"5753_21_FAM19A1_F19A1.txt.gz"	"FAM19A1"	"F19A1"	"TAFA1"	"TAFA1"	"TAFA chemokine like family member 1"	"Protein FAM19A1"	NA	"A8K0V3;Q7Z5A9;Q8TCL8"	"407738"	"ENSG00000183662"	NA	"3p14.1"	NA	NA	NA	NA	NA	3	NA	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_6430_36"	"6430_36"	"6430-36"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/6430_36_FAM19A2_F19A2.txt.gz"	"6430_36_FAM19A2_F19A2.txt.gz"	"FAM19A2"	"F19A2"	"TAFA2"	"TAFA2"	"TAFA chemokine like family member 2"	"Protein FAM19A2"	NA	"B3KVV4;F8VWB2;Q4G0R9;Q68DK0;Q6GTX6;Q8N3H0"	"338811"	"ENSG00000198673"	NA	"12q14.1"	NA	NA	NA	NA	NA	6	NA	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_7839_99"	"7839_99"	"7839-99"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/7839_99_FAM19A3_F19A3.txt.gz"	"7839_99_FAM19A3_F19A3.txt.gz"	"FAM19A3"	"F19A3"	"TAFA3"	"TAFA3"	"TAFA chemokine like family member 3"	"Protein FAM19A3"	NA	"Q7Z5A8;B7ZLU0;Q2M1P9;Q7Z5A6"	"284467"	"ENSG00000184599"	NA	"1p13.2"	NA	NA	NA	NA	NA	4	NA	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_6511_17"	"6511_17"	"6511-17"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/6511_17_FAM19A4_F19A4.txt.gz"	"6511_17_FAM19A4_F19A4.txt.gz"	"FAM19A4"	"F19A4"	"TAFA4"	"TAFA4"	"TAFA chemokine like family member 4"	"Protein FAM19A4"	NA	"A8MVT2;Q96LR4"	"151647"	"ENSG00000163377"	NA	"3p14.1"	NA	NA	NA	NA	NA	2	NA	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_5609_92"	"5609_92"	"5609-92"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/5609_92_FAM19A5_F19A5.txt.gz"	"5609_92_FAM19A5_F19A5.txt.gz"	"FAM19A5"	"F19A5"	"TAFA5"	"TAFA5"	"TAFA chemokine like family member 5"	"Protein FAM19A5"	NA	"A6NII9;B0QZ13;B0QZ14;B0QZ15;O95902;Q5H9C4;Q6UWC9;Q7Z5A7;Q8IXR8"	"25817"	"ENSG00000219438"	NA	"22q13.32"	NA	NA	NA	NA	NA	9	NA	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_18186_15"	"18186_15"	"18186-15"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/18186_15_TARS_SYTC.txt.gz"	"18186_15_TARS_SYTC.txt.gz"	"TARS"	"SYTC"	"TARS1"	"TARS1"	"threonyl-tRNA synthetase 1"	"Threonine--tRNA ligase, cytoplasmic"	NA	"A8K8I1;B4DEG8;P26639;Q53GX7;Q96FP5;Q9BWA6"	"6897"	"ENSG00000113407"	NA	"5p13.3"	NA	NA	NA	NA	NA	6	NA	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_18396_10"	"18396_10"	"18396-10"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/18396_10_AES_AES.txt.gz"	"18396_10_AES_AES.txt.gz"	"AES"	"AES"	"TLE5"	"TLE5"	"TLE family member 5, transcriptional modulator"	"Amino-terminal enhancer of split"	NA	"B2RBL0;Q08117;Q12808;Q14CJ1;Q96TG9;Q9UDY9;Q8WY48"	"166"	"ENSG00000104964"	NA	"19p13.3"	NA	NA	NA	NA	NA	7	NA	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_17411_55"	"17411_55"	"17411-55"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/17411_55_UFD1L_UFD1.txt.gz"	"17411_55_UFD1L_UFD1.txt.gz"	"UFD1L"	"UFD1"	"UFD1"	"UFD1"	"ubiquitin recognition factor in ER associated degradation 1"	"Ubiquitin recognition factor in ER-associated degradation protein 1"	NA	"B4E3I3;A8MW31;Q541A5;Q92890;Q9Y5N0"	"7353"	"ENSG00000070010"	NA	"22q11.21"	NA	NA	NA	NA	NA	5	NA	"SomaScan.db + EnsDb.Hsapiens.v86"
"SeqId_6633_43"	"6633_43"	"6633-43"	"/data/BB_Bioinformatics/ProjectData/DeCode_protein_sumstat/sumstats/6633_43_UPK3BL_UPK3L.txt.gz"	"6633_43_UPK3BL_UPK3L.txt.gz"	"UPK3BL"	"UPK3L"	"UPK3BL1"	"UPK3BL1"	"uroplakin 3B like 1"	"Uroplakin-3b-like protein"	NA	"B0FP48;E5RIL1;T2F9S8"	"100134938"	"ENSG00000267368"	NA	"7q22.1"	NA	NA	NA	NA	NA	3	NA	"SomaScan.db + EnsDb.Hsapiens.v86"
